id,age,gender,education,years_experience,personality,interests,field,career,technical_skills,communication_skills,leadership_skills,problem_solving,creativity,salary_expectations,international_opportunities,work_life_balance,advancement_goals,market_demand,economic_conditions,industry_growth,success_probability,success,salary,career_satisfaction,job_stability,international_experience,advancement_achieved,work_life_satisfaction,success_rate
1574,38,Male,bachelors,16,technical,engineering,engineering,Mechanical Engineering,2,9,6,10,7,flexible,remote_international,less_important,"management,research,entrepreneurship",0.58,0.61,0.98,0.95,1,109295,6,1,0,2,7,95.0
1575,54,Male,phd,31,technical,"engineering,healthcare",healthcare,Pharmacy,9,1,7,4,10,flexible,somewhat_interested,less_important,consulting,0.97,0.64,0.88,0.95,1,149688,1,13,3,0,9,95.0
1576,49,Other,phd,27,technical,"marketing,technology,engineering",engineering,Civil Engineering,2,2,3,2,8,flexible,not_interested,moderately_important,"specialization,teaching,research",0.62,0.63,0.66,0.95,1,148763,3,6,0,0,9,95.0
1577,63,Male,phd,36,supportive,engineering,engineering,Chemical Engineering,2,5,2,4,5,mid_level,remote_international,not_important,specialization,0.6,0.86,0.59,0.95,1,232612,5,3,0,0,9,95.0
1578,37,Other,some_college,15,technical,"healthcare,technology",technology,Cybersecurity,4,8,5,2,6,flexible,remote_international,very_important,"teaching,research,entrepreneurship",0.57,0.62,1.09,0.95,1,102960,10,3,0,2,7,95.0
1579,59,Male,phd,32,leadership,"marketing,education,engineering",education,Special Education,10,4,7,5,3,executive,somewhat_interested,not_important,"entrepreneurship,consulting,specialization",0.61,0.89,0.48,0.95,0,220416,1,2,1,0,4,95.0
1580,33,Female,high_school,10,analytical,marketing,marketing,Digital Marketing,2,1,8,6,4,senior_level,very_interested,moderately_important,"consulting,research",0.64,0.81,1.02,0.95,1,129600,2,3,1,0,9,95.0
1581,26,Male,some_college,2,analytical,"engineering,healthcare,business",business,Project Management,1,10,5,4,10,entry_level,somewhat_interested,not_important,research,0.99,0.82,0.75,0.95,1,54912,8,10,1,0,5,95.0
1582,25,Female,phd,1,creative,"marketing,technology",marketing,Social Media Marketing,10,4,8,2,6,entry_level,somewhat_interested,very_important,"research,entrepreneurship",0.63,0.84,0.85,0.95,1,61689,4,9,0,0,9,95.0
1583,58,Female,masters,33,technical,technology,technology,Data Science,8,1,5,10,5,executive,somewhat_interested,less_important,"entrepreneurship,teaching",0.52,0.94,1.11,0.95,1,466128,6,15,1,1,6,95.0
1584,59,Other,phd,35,creative,"education,technology",education,Special Education,1,9,3,10,4,flexible,not_interested,very_important,teaching,0.96,0.71,0.78,0.95,0,76160,2,3,0,0,10,95.0
1585,49,Other,bachelors,24,supportive,business,business,Digital Marketing,2,6,4,4,1,executive,very_interested,not_important,"consulting,teaching",0.53,0.96,0.96,0.95,1,319680,4,2,0,2,4,95.0
1586,63,Female,high_school,40,technical,"business,healthcare",business,Consulting,4,8,4,2,4,senior_level,very_interested,moderately_important,"consulting,research",0.54,0.79,1.02,0.95,1,216000,10,11,1,0,7,95.0
1587,24,Other,phd,0,analytical,business,business,Consulting,3,1,8,3,2,executive,somewhat_interested,less_important,"teaching,entrepreneurship",0.56,0.77,0.62,0.95,1,252000,3,6,2,0,7,95.0
1588,39,Male,phd,17,leadership,"healthcare,engineering,education",education,Teaching,3,1,8,3,1,flexible,not_interested,not_important,"teaching,research,management",0.92,0.73,1.18,0.95,1,90048,9,2,0,3,8,95.0
1589,65,Female,bachelors,38,supportive,"marketing,engineering",marketing,Market Research,5,5,3,1,6,senior_level,very_interested,less_important,entrepreneurship,0.96,0.87,0.74,0.95,1,228096,5,1,1,0,4,95.0
1590,64,Female,masters,37,technical,"education,healthcare,technology",education,Teaching,4,5,2,5,1,senior_level,very_interested,not_important,"consulting,management,research",0.92,0.91,0.62,0.95,1,217152,5,9,2,0,4,95.0
1591,18,Male,bachelors,0,analytical,"marketing,engineering",engineering,Electrical Engineering,5,10,8,7,9,mid_level,not_interested,not_important,"specialization,entrepreneurship",0.7,0.71,1.12,0.95,1,115920,3,14,0,1,7,95.0
1592,45,Male,bachelors,16,supportive,technology,technology,Cybersecurity,1,8,10,6,2,entry_level,very_interested,moderately_important,"management,consulting,entrepreneurship",0.59,0.86,0.45,0.95,1,91238,6,10,2,0,6,95.0
1593,33,Male,bachelors,11,supportive,engineering,engineering,Mechanical Engineering,7,5,8,8,7,mid_level,very_interested,very_important,"specialization,teaching,research",0.56,0.78,0.78,0.95,1,141422,5,7,0,3,10,95.0
1594,34,Female,bachelors,6,technical,"business,marketing",business,Digital Marketing,5,2,9,4,3,flexible,very_interested,very_important,consulting,0.82,0.71,1.0,0.95,1,80640,8,15,1,1,8,95.0
1595,54,Male,bachelors,28,technical,"business,technology,education",education,Curriculum Development,7,6,9,5,7,mid_level,somewhat_interested,less_important,"teaching,research,consulting",0.78,0.86,0.78,0.95,1,125798,7,11,3,3,6,95.0
1596,54,Female,some_college,25,technical,business,business,Digital Marketing,3,6,2,10,2,flexible,remote_international,very_important,"specialization,research",0.79,0.72,0.75,0.95,1,99000,7,12,0,1,6,95.0
1597,62,Other,high_school,39,technical,business,business,Project Management,5,3,6,10,10,mid_level,very_interested,not_important,"research,consulting",0.92,0.94,0.82,0.95,1,149520,8,6,0,0,9,95.0
1598,41,Other,masters,16,technical,"marketing,engineering,education",marketing,Brand Management,5,8,8,8,2,senior_level,very_interested,less_important,"consulting,management",0.57,0.75,1.16,0.95,1,185328,2,6,2,1,6,95.0
1599,57,Female,high_school,27,leadership,"business,healthcare",healthcare,Pharmacy,4,8,5,5,9,senior_level,not_interested,less_important,"entrepreneurship,consulting,research",0.97,0.98,0.94,0.95,1,203280,6,12,0,2,5,95.0
1600,18,Other,bachelors,0,technical,"healthcare,technology",technology,Data Science,8,8,3,9,3,executive,remote_international,less_important,"research,teaching,consulting",0.53,0.89,0.86,0.95,1,259200,3,12,0,3,7,95.0
1601,19,Male,masters,0,technical,"technology,healthcare,engineering",healthcare,Mental Health,5,5,9,3,10,senior_level,somewhat_interested,less_important,management,0.98,0.84,0.72,0.95,1,171600,6,4,3,1,7,95.0
1602,61,Other,bachelors,37,leadership,"technology,engineering",engineering,Biomedical Engineering,2,10,2,7,4,executive,not_interested,very_important,"consulting,specialization,entrepreneurship",0.8,0.74,0.48,0.95,1,432216,6,7,0,3,10,95.0
1603,21,Female,phd,0,creative,technology,technology,AI/ML Engineer,1,1,9,2,4,mid_level,not_interested,very_important,specialization,0.97,0.79,0.59,0.95,1,141119,7,10,0,0,8,95.0
1604,57,Female,high_school,27,analytical,marketing,marketing,Social Media Marketing,6,10,10,2,2,mid_level,not_interested,not_important,"management,specialization",0.53,0.64,0.52,0.95,1,116424,10,15,0,0,6,95.0
1605,45,Female,phd,18,analytical,marketing,marketing,Digital Marketing,4,4,10,1,6,flexible,remote_international,not_important,"consulting,research,entrepreneurship",0.58,0.83,1.14,0.95,1,102815,9,11,0,1,9,95.0
1606,48,Female,bachelors,24,technical,"business,engineering,healthcare",engineering,Chemical Engineering,4,5,9,6,1,mid_level,very_interested,moderately_important,"consulting,specialization",0.84,0.63,0.76,0.95,1,171561,2,7,1,1,4,95.0
1607,39,Female,some_college,15,supportive,"education,marketing",education,Curriculum Development,5,9,4,8,3,executive,remote_international,not_important,"specialization,research,entrepreneurship",0.93,0.63,0.54,0.95,1,205920,7,8,0,1,8,95.0
1608,49,Female,bachelors,20,technical,"education,technology",education,Curriculum Development,1,8,7,3,10,executive,remote_international,less_important,teaching,0.64,0.9,0.79,0.95,1,241920,9,1,0,0,4,95.0
1609,36,Male,bachelors,13,analytical,"technology,education",technology,Data Science,10,5,4,4,8,entry_level,somewhat_interested,not_important,"consulting,research",0.96,0.72,0.72,0.95,1,87091,6,1,0,2,5,95.0
1610,41,Male,high_school,18,analytical,marketing,marketing,Social Media Marketing,5,6,7,8,4,entry_level,somewhat_interested,not_important,teaching,0.52,0.88,0.45,0.95,1,58751,8,5,1,0,7,95.0
1611,41,Female,high_school,12,creative,healthcare,healthcare,Mental Health,8,4,8,4,4,flexible,remote_international,very_important,management,0.55,0.95,0.63,0.95,1,81840,3,2,0,0,7,95.0
1612,64,Other,bachelors,42,analytical,"technology,healthcare",healthcare,Healthcare Administration,5,10,7,7,1,mid_level,not_interested,very_important,"specialization,entrepreneurship",0.77,0.62,0.62,0.95,1,204019,2,14,0,2,6,95.0
1613,20,Female,bachelors,0,analytical,"marketing,healthcare",marketing,Digital Marketing,10,6,10,7,1,mid_level,remote_international,not_important,"specialization,entrepreneurship,consulting",1.0,0.84,0.73,0.95,1,90720,5,15,0,2,7,95.0
1614,27,Female,masters,0,analytical,"healthcare,marketing",marketing,Market Research,5,1,7,10,5,flexible,remote_international,very_important,"consulting,entrepreneurship,research",0.94,0.9,0.53,0.95,1,70200,2,13,0,0,8,95.0
1615,53,Other,high_school,25,analytical,"education,technology",education,Special Education,8,6,6,8,1,flexible,somewhat_interested,not_important,"teaching,research",0.69,0.98,1.11,0.95,1,72000,5,2,2,1,9,95.0
1616,26,Other,bachelors,2,supportive,"marketing,technology",marketing,Brand Management,1,2,6,2,4,executive,remote_international,moderately_important,"research,entrepreneurship",0.94,0.98,0.76,0.95,1,202176,5,2,0,1,9,95.0
1617,54,Other,phd,31,leadership,technology,technology,DevOps Engineering,9,2,8,1,1,executive,very_interested,less_important,consulting,0.68,0.79,0.94,0.95,1,489888,8,7,3,0,9,95.0
1618,21,Female,bachelors,0,supportive,business,business,Business Analysis,8,7,1,2,8,senior_level,very_interested,very_important,consulting,0.96,0.82,0.54,0.95,1,144000,6,6,3,1,6,95.0
1619,51,Other,masters,22,supportive,engineering,engineering,Chemical Engineering,3,2,10,3,3,flexible,somewhat_interested,less_important,"management,entrepreneurship,specialization",0.51,0.85,1.04,0.95,1,129168,3,8,1,2,8,95.0
1620,49,Other,some_college,24,supportive,"business,technology",business,Financial Planning,1,6,10,10,5,senior_level,remote_international,not_important,"teaching,research,management",0.55,0.87,0.53,0.95,1,195360,3,1,0,1,7,95.0
1621,24,Other,high_school,0,technical,healthcare,healthcare,Pharmacy,1,2,7,3,1,executive,somewhat_interested,not_important,specialization,0.95,0.97,0.9,0.95,1,198000,10,2,2,0,7,95.0
1622,46,Female,high_school,18,supportive,education,education,Curriculum Development,9,7,4,7,1,mid_level,not_interested,moderately_important,"research,consulting",0.59,0.66,0.45,0.95,1,91392,6,14,0,1,6,95.0
1623,20,Other,high_school,0,technical,"technology,education",education,Special Education,8,4,9,8,2,flexible,somewhat_interested,less_important,management,0.99,0.86,0.75,0.95,1,48000,5,9,2,0,9,95.0
1624,54,Male,high_school,32,leadership,"technology,healthcare",healthcare,Mental Health,7,1,9,10,8,entry_level,remote_international,less_important,"teaching,specialization,consulting",0.69,0.92,0.63,0.95,1,86592,10,1,0,2,9,95.0
1625,53,Male,high_school,27,supportive,healthcare,healthcare,Mental Health,9,10,1,3,8,executive,not_interested,less_important,specialization,0.5,0.98,0.44,0.95,1,304920,1,15,0,0,8,95.0
1626,52,Female,masters,25,leadership,"healthcare,education",healthcare,Physical Therapy,5,3,8,5,1,executive,somewhat_interested,moderately_important,"entrepreneurship,management,consulting",0.58,0.73,0.55,0.95,1,386100,3,9,2,0,6,95.0
1627,41,Male,high_school,16,leadership,business,business,Business Analysis,2,8,9,9,8,senior_level,very_interested,less_important,specialization,0.99,0.85,0.95,0.95,1,158400,5,2,0,1,9,95.0
1628,23,Female,high_school,0,analytical,"technology,engineering,business",business,Business Analysis,5,6,2,6,7,flexible,somewhat_interested,moderately_important,consulting,0.7,0.85,1.03,0.95,1,60000,10,15,2,1,5,95.0
1629,50,Female,phd,25,analytical,"healthcare,business,marketing",healthcare,Physical Therapy,1,7,1,6,7,mid_level,remote_international,very_important,"management,specialization",0.65,0.93,0.5,0.95,1,194040,10,14,0,1,10,95.0
1630,23,Male,bachelors,0,analytical,"healthcare,engineering,education",education,Curriculum Development,4,7,5,4,7,senior_level,somewhat_interested,very_important,"entrepreneurship,teaching,research",0.69,0.77,1.01,0.95,1,115200,9,10,2,0,8,95.0
1631,42,Other,some_college,19,technical,"education,marketing",marketing,Market Research,4,4,1,3,4,entry_level,not_interested,moderately_important,specialization,0.91,0.88,0.82,0.95,1,65577,2,11,0,1,4,95.0
1632,27,Female,high_school,3,supportive,business,business,Business Analysis,5,4,9,7,7,executive,not_interested,not_important,consulting,0.83,0.76,0.99,0.95,1,190800,8,12,0,1,7,95.0
1633,30,Female,phd,8,leadership,engineering,engineering,Biomedical Engineering,1,9,9,3,4,mid_level,very_interested,not_important,management,0.8,1.0,0.83,0.95,1,156878,8,1,3,1,4,95.0
1634,51,Other,masters,27,analytical,education,education,Educational Technology,7,8,9,3,9,entry_level,remote_international,not_important,management,0.69,0.95,0.72,0.95,1,76876,9,2,0,0,7,95.0
1635,55,Male,bachelors,31,leadership,education,education,School Administration,6,9,1,7,9,entry_level,remote_international,moderately_important,teaching,0.64,0.87,0.89,0.95,1,74649,10,8,0,0,5,95.0
1636,25,Male,phd,3,technical,business,business,Consulting,9,6,5,5,9,executive,very_interested,less_important,"specialization,teaching,entrepreneurship",0.71,0.92,0.83,0.95,1,267120,8,15,1,3,4,95.0
1637,29,Male,some_college,6,technical,"technology,engineering,education",education,School Administration,5,1,6,10,10,executive,not_interested,moderately_important,"management,research,consulting",0.86,0.6,0.96,0.95,1,177408,3,15,0,2,9,95.0
1638,33,Female,high_school,9,supportive,"education,marketing,engineering",education,Curriculum Development,2,6,6,8,9,entry_level,somewhat_interested,not_important,teaching,0.54,0.93,1.18,0.95,1,45312,8,11,2,1,5,95.0
1639,35,Female,phd,9,leadership,healthcare,healthcare,Pharmacy,9,3,8,4,1,senior_level,remote_international,not_important,"specialization,management",0.76,0.93,1.14,0.95,1,218064,5,12,0,1,6,95.0
1640,18,Male,bachelors,0,supportive,"engineering,marketing",engineering,Mechanical Engineering,10,10,8,9,6,executive,not_interested,moderately_important,"entrepreneurship,teaching",0.57,0.73,1.03,0.95,1,248400,3,10,0,0,8,95.0
1641,56,Male,masters,32,creative,"engineering,marketing,business",engineering,Chemical Engineering,1,2,6,5,2,mid_level,somewhat_interested,not_important,"specialization,research,consulting",0.84,0.81,1.19,0.95,1,205951,4,14,3,1,5,95.0
1642,40,Other,bachelors,12,technical,"engineering,healthcare,marketing",healthcare,Medical Practice,1,4,6,7,6,executive,not_interested,very_important,"entrepreneurship,specialization,consulting",0.83,0.63,0.64,0.95,1,294624,3,7,0,1,9,95.0
1643,32,Other,bachelors,10,supportive,technology,technology,Data Science,7,7,5,7,1,flexible,remote_international,very_important,"research,management",0.78,0.94,0.41,0.95,1,103680,7,7,0,1,10,95.0
1644,38,Female,bachelors,12,creative,technology,technology,DevOps Engineering,9,5,7,3,8,senior_level,somewhat_interested,very_important,"entrepreneurship,specialization,research",0.67,0.87,0.86,0.95,1,214272,8,11,1,0,9,95.0
1645,30,Male,high_school,2,supportive,"engineering,education",engineering,Mechanical Engineering,8,1,9,7,2,entry_level,remote_international,very_important,teaching,0.96,0.6,0.52,0.95,1,57408,1,7,0,1,7,95.0
1646,27,Female,masters,1,creative,"education,business",business,Digital Marketing,3,7,6,1,6,mid_level,not_interested,not_important,"teaching,entrepreneurship",0.54,1.0,0.41,0.95,1,111384,10,15,0,1,5,95.0
1647,63,Other,phd,34,leadership,"education,marketing",marketing,Brand Management,10,3,1,5,2,senior_level,not_interested,moderately_important,"teaching,specialization,research",0.52,0.94,0.72,0.95,1,254016,4,1,0,1,9,95.0
1648,26,Other,masters,0,leadership,"marketing,business",marketing,Content Creation,3,10,5,6,8,flexible,remote_international,not_important,"teaching,entrepreneurship,management",0.65,0.94,0.78,0.95,1,70200,5,11,0,3,9,95.0
1649,35,Other,masters,11,technical,marketing,marketing,Digital Marketing,10,1,7,8,2,entry_level,very_interested,not_important,"entrepreneurship,teaching,specialization",0.81,0.67,0.86,0.95,1,68515,5,3,0,1,8,95.0
1650,26,Female,bachelors,0,leadership,"engineering,technology,healthcare",technology,Cybersecurity,10,2,1,6,6,executive,very_interested,less_important,"teaching,entrepreneurship,specialization",0.63,1.0,1.11,0.95,1,259200,2,11,1,1,6,95.0
1651,31,Female,bachelors,9,supportive,"technology,education,marketing",education,Educational Technology,2,4,10,6,10,senior_level,somewhat_interested,less_important,"research,entrepreneurship",0.93,0.85,0.99,0.95,1,135936,2,3,1,0,9,95.0
1652,24,Male,some_college,0,leadership,"healthcare,technology,education",technology,UI/UX Design,5,8,9,9,10,mid_level,remote_international,not_important,consulting,0.53,0.94,0.76,0.95,1,110880,1,11,0,1,5,95.0
1653,42,Other,some_college,18,supportive,"healthcare,business",healthcare,Nursing,7,6,8,3,1,executive,very_interested,less_important,"consulting,management,teaching",0.76,1.0,0.99,0.95,1,296208,8,10,3,3,9,95.0
1654,39,Male,some_college,11,creative,"education,technology",technology,UI/UX Design,5,5,2,10,9,mid_level,not_interested,not_important,"research,specialization,teaching",0.7,0.66,0.88,0.95,1,135273,6,2,0,2,8,95.0
1655,64,Other,bachelors,40,supportive,"engineering,education",education,Teaching,6,6,4,4,4,entry_level,remote_international,moderately_important,teaching,0.61,0.72,0.8,0.95,1,82944,2,10,0,1,9,95.0
1656,24,Female,masters,0,analytical,technology,technology,Software Development,1,3,8,9,7,senior_level,not_interested,not_important,management,0.68,0.85,1.15,0.95,1,187200,1,14,0,1,5,95.0
1657,24,Other,high_school,0,creative,"engineering,education",engineering,Civil Engineering,9,8,10,3,8,senior_level,remote_international,moderately_important,consulting,0.96,0.87,0.78,0.95,1,137999,2,12,0,1,5,95.0
1658,60,Female,some_college,30,supportive,marketing,marketing,Market Research,6,8,10,4,2,senior_level,not_interested,less_important,"research,entrepreneurship,management",0.8,0.83,0.93,0.95,1,190080,10,13,0,3,5,95.0
1659,58,Female,some_college,28,leadership,education,education,School Administration,8,2,6,8,4,executive,not_interested,very_important,"consulting,management,entrepreneurship",0.84,0.96,0.52,0.95,1,247104,2,13,0,0,7,95.0
1660,23,Other,phd,0,supportive,technology,technology,UI/UX Design,10,2,5,5,6,executive,remote_international,very_important,"consulting,teaching,research",0.84,0.92,1.17,0.95,1,302399,1,12,0,2,7,95.0
1661,35,Male,high_school,13,creative,"marketing,business",business,Project Management,7,5,8,6,7,executive,not_interested,not_important,teaching,0.57,0.86,0.78,0.95,1,226800,1,6,0,0,7,95.0
1662,51,Female,phd,29,creative,healthcare,healthcare,Physical Therapy,5,7,3,2,5,executive,very_interested,not_important,consulting,0.98,0.73,1.08,0.95,1,437975,4,14,0,1,5,95.0
1663,36,Male,phd,14,supportive,"education,technology,engineering",education,Special Education,4,1,10,7,2,senior_level,very_interested,not_important,management,0.72,0.65,0.88,0.95,1,172032,8,1,2,0,6,95.0
1664,25,Male,masters,0,supportive,"engineering,healthcare,technology",technology,Cybersecurity,5,7,8,1,10,flexible,remote_international,very_important,"consulting,entrepreneurship,teaching",0.91,0.95,0.52,0.95,1,93600,9,4,0,0,10,95.0
1665,60,Female,phd,30,leadership,"engineering,marketing,healthcare",marketing,Content Creation,8,6,10,7,9,executive,remote_international,moderately_important,"entrepreneurship,research",0.59,0.88,0.41,0.95,1,362880,1,10,0,2,7,95.0
1666,22,Female,bachelors,0,leadership,"business,technology,education",business,Financial Planning,7,8,3,2,2,senior_level,remote_international,not_important,"research,management,entrepreneurship",0.51,0.66,0.83,0.95,1,144000,7,5,0,0,9,95.0
1667,33,Female,high_school,5,leadership,education,education,Educational Technology,4,2,6,10,7,mid_level,remote_international,very_important,management,0.94,0.93,0.45,0.95,1,73920,2,12,0,0,9,95.0
1668,55,Male,high_school,29,supportive,"technology,business,engineering",engineering,Electrical Engineering,5,10,5,1,6,flexible,very_interested,less_important,research,0.88,0.85,1.13,0.95,1,109019,10,15,0,0,8,95.0
1669,61,Male,masters,31,technical,technology,technology,AI/ML Engineer,1,7,9,2,5,senior_level,very_interested,not_important,"consulting,teaching,management",0.55,0.9,0.95,0.95,1,303264,5,3,0,3,7,95.0
1670,21,Other,high_school,0,technical,"business,education,healthcare",education,Teaching,5,10,8,8,10,senior_level,remote_international,moderately_important,"management,teaching",0.62,0.68,0.69,0.95,1,96000,9,14,0,1,4,95.0
1671,46,Female,phd,16,technical,"healthcare,marketing",marketing,Social Media Marketing,5,8,7,5,2,flexible,not_interested,less_important,"specialization,teaching,entrepreneurship",0.54,0.83,0.47,0.95,1,99792,7,4,0,1,6,95.0
1672,57,Male,some_college,28,supportive,"engineering,technology,business",business,Digital Marketing,3,7,9,3,4,flexible,not_interested,less_important,"specialization,entrepreneurship",0.63,0.92,0.47,0.95,1,102960,1,2,0,0,6,95.0
1673,59,Female,masters,31,technical,"technology,business",technology,Data Science,10,9,6,6,4,mid_level,somewhat_interested,not_important,"management,research",0.88,0.84,0.59,0.95,1,212284,3,14,2,0,9,95.0
1674,63,Male,some_college,37,creative,"marketing,healthcare",marketing,Content Creation,10,6,8,10,7,senior_level,remote_international,moderately_important,"management,consulting,specialization",0.94,0.75,0.41,0.95,1,206712,6,13,0,2,9,95.0
1675,51,Male,bachelors,21,creative,"business,technology,engineering",engineering,Biomedical Engineering,3,9,7,3,6,senior_level,remote_international,moderately_important,"specialization,consulting,management",0.88,0.95,0.53,0.95,1,235151,9,8,0,1,7,95.0
1676,19,Other,high_school,0,leadership,"healthcare,marketing,engineering",healthcare,Nursing,2,7,8,6,1,entry_level,very_interested,less_important,specialization,0.82,0.78,0.42,0.95,1,52800,5,13,0,1,7,95.0
1677,48,Female,masters,18,technical,"marketing,engineering,healthcare",healthcare,Pharmacy,2,4,8,10,10,flexible,remote_international,very_important,"management,entrepreneurship,specialization",0.75,0.82,0.87,0.95,1,116688,2,13,0,1,7,95.0
1678,59,Male,phd,31,leadership,"marketing,business",marketing,Market Research,7,5,5,6,2,mid_level,not_interested,not_important,specialization,0.58,0.82,1.1,0.95,1,171460,5,13,0,1,6,95.0
1679,61,Female,some_college,33,analytical,education,education,School Administration,2,9,7,1,7,flexible,somewhat_interested,less_important,"management,teaching",0.98,0.86,0.82,0.95,1,87648,3,10,1,0,7,95.0
1680,27,Other,phd,0,analytical,"marketing,healthcare",healthcare,Physical Therapy,6,8,2,1,4,executive,somewhat_interested,very_important,"consulting,research",0.67,0.98,1.0,0.95,1,277199,6,11,0,2,10,95.0
1681,42,Other,bachelors,19,creative,business,business,Consulting,9,9,10,10,1,flexible,remote_international,very_important,"management,teaching,research",0.73,0.71,1.0,0.95,1,99360,4,12,0,3,6,95.0
1682,33,Female,phd,11,technical,"business,education,marketing",education,Curriculum Development,4,8,3,2,4,mid_level,remote_international,not_important,"consulting,specialization",0.93,0.91,0.58,0.95,1,114777,10,2,0,2,8,95.0
1683,21,Female,some_college,0,leadership,"healthcare,technology,engineering",engineering,Chemical Engineering,6,7,9,5,3,entry_level,very_interested,very_important,research,0.92,0.79,0.77,0.95,1,60720,4,2,0,0,9,95.0
1684,40,Other,masters,14,supportive,healthcare,healthcare,Nursing,4,2,3,2,8,flexible,very_interested,not_important,entrepreneurship,0.59,0.7,0.51,0.95,1,109824,9,9,0,0,8,95.0
1685,38,Other,some_college,16,supportive,technology,technology,Software Development,7,6,3,8,3,executive,very_interested,very_important,research,0.67,0.64,0.43,0.95,0,209088,1,4,1,0,8,95.0
1686,22,Male,masters,0,creative,education,education,Teaching,4,8,1,3,1,flexible,very_interested,less_important,management,0.93,0.9,0.71,0.95,1,62400,4,14,3,0,7,95.0
1687,49,Male,masters,25,analytical,"marketing,business,education",marketing,Social Media Marketing,9,1,7,4,6,mid_level,somewhat_interested,moderately_important,"management,teaching",0.98,0.88,0.74,0.95,1,147420,2,1,2,2,6,95.0
1688,42,Male,masters,17,analytical,"marketing,technology",technology,Software Development,4,4,3,1,10,executive,remote_international,moderately_important,research,0.92,0.93,0.52,0.95,0,250848,4,3,0,0,4,95.0
1689,58,Male,bachelors,30,supportive,"healthcare,marketing",healthcare,Nursing,7,4,9,6,8,senior_level,somewhat_interested,moderately_important,"management,research,entrepreneurship",0.94,0.61,0.41,0.95,1,253440,5,2,3,1,9,95.0
1690,42,Female,bachelors,20,analytical,"business,engineering,healthcare",healthcare,Medical Practice,5,7,6,1,1,mid_level,not_interested,less_important,"research,entrepreneurship",0.69,0.9,0.91,0.95,1,155231,9,2,0,2,8,95.0
1691,19,Male,some_college,0,analytical,engineering,engineering,Mechanical Engineering,10,9,9,10,1,executive,very_interested,very_important,"entrepreneurship,management",0.73,0.74,1.14,0.95,1,227700,3,7,3,1,8,95.0
1692,19,Female,masters,0,supportive,"healthcare,marketing,business",healthcare,Mental Health,10,7,6,7,9,flexible,remote_international,moderately_important,specialization,0.94,0.7,1.18,0.95,1,85800,8,2,0,0,5,95.0
1693,42,Other,bachelors,17,leadership,"engineering,business",engineering,Electrical Engineering,5,3,8,2,10,executive,not_interested,less_important,management,0.93,0.75,0.69,0.95,1,332856,9,1,0,0,5,95.0
1694,58,Other,high_school,30,technical,"business,engineering",business,Digital Marketing,7,5,3,8,3,flexible,not_interested,moderately_important,"teaching,management",0.52,0.91,0.42,0.95,1,96000,3,5,0,1,4,95.0
1695,59,Other,high_school,33,supportive,"business,engineering,technology",business,Financial Planning,7,1,8,5,2,executive,very_interested,not_important,specialization,0.59,0.67,0.66,0.95,1,298800,2,4,2,0,7,95.0
1696,44,Male,some_college,14,analytical,"business,marketing,technology",marketing,Brand Management,5,1,2,7,4,executive,very_interested,less_important,"entrepreneurship,research,specialization",0.78,0.78,0.89,0.95,1,228096,10,12,3,0,4,95.0
1697,52,Male,phd,24,leadership,"technology,healthcare",technology,DevOps Engineering,5,7,5,7,8,executive,not_interested,not_important,"entrepreneurship,consulting,specialization",0.67,0.62,0.61,0.95,1,447551,2,11,0,2,5,95.0
1698,54,Other,phd,30,leadership,"technology,education",technology,Cybersecurity,7,2,1,3,9,senior_level,not_interested,very_important,"specialization,research",0.84,0.66,0.95,0.95,1,322560,4,3,0,2,10,95.0
1699,44,Female,phd,21,technical,education,education,Curriculum Development,3,9,4,10,1,senior_level,somewhat_interested,very_important,"consulting,specialization",0.94,0.89,0.83,0.95,1,190848,4,9,2,0,6,95.0
1700,65,Female,masters,36,supportive,"healthcare,technology,education",education,Teaching,6,1,8,2,10,executive,very_interested,less_important,"entrepreneurship,teaching",0.67,0.88,0.42,0.95,1,321984,2,15,2,0,8,95.0
1701,47,Female,masters,22,technical,"business,healthcare,technology",technology,AI/ML Engineer,6,6,7,8,7,flexible,not_interested,not_important,"specialization,research,consulting",0.59,0.76,0.53,0.95,1,134784,3,5,0,1,7,95.0
1702,20,Male,phd,0,technical,"technology,business,engineering",business,Digital Marketing,2,5,2,4,5,mid_level,very_interested,not_important,"research,specialization",0.58,0.83,0.81,0.95,1,117600,9,2,3,0,6,95.0
1703,64,Other,high_school,41,supportive,healthcare,healthcare,Nursing,4,7,4,8,5,mid_level,remote_international,moderately_important,"management,teaching,specialization",0.98,0.81,0.61,0.95,1,168168,4,6,0,3,9,95.0
1704,25,Female,phd,1,supportive,technology,technology,AI/ML Engineer,5,8,7,3,1,executive,somewhat_interested,less_important,"research,consulting",0.94,0.9,0.99,0.95,1,308447,5,14,2,1,7,95.0
1705,37,Female,some_college,14,analytical,"education,marketing",marketing,Social Media Marketing,3,7,7,4,8,entry_level,very_interested,less_important,research,0.6,0.65,0.84,0.95,1,60825,9,12,0,1,6,95.0
1706,45,Male,phd,15,analytical,"business,technology,education",education,Educational Technology,5,5,7,3,9,flexible,somewhat_interested,not_important,consulting,0.6,0.88,0.43,0.95,1,87360,9,8,1,1,5,95.0
1707,23,Female,phd,0,analytical,"technology,healthcare,engineering",technology,Data Science,10,4,9,1,5,senior_level,very_interested,moderately_important,teaching,0.76,0.9,0.62,0.95,1,201600,2,7,2,1,7,95.0
